,@_fa,load-date,link,dc:identifier,prism:url,dc:title,dc:creator,prism:publicationName,prism:volume,prism:coverDate,prism:startingPage,prism:endingPage,prism:doi,openaccess,pii,authors
10,true,2001-10-18T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0009250978851987'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0009250978851987?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0009-2509(78)85198-7,https://api.elsevier.com/content/article/pii/0009250978851987,Surface tension effects in binary and multicomponent distillation,A. G. Medina,Chemical Engineering Science,33,1978-12-31,1489,1493,10.1016/0009-2509(78)85198-7,False,0009250978851987,"{'author': [{'$': 'A. G. Medina'}, {'$': 'C. McDermott'}, {'$': 'N. Ashton'}]}"
11,true,2014-01-27T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0168165614000297'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0168165614000297?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.jbiotec.2014.01.017,https://api.elsevier.com/content/article/pii/S0168165614000297,Genetic characterization of 4-cresol catabolism in <ce:italic>Corynebacterium glutamicum</ce:italic>,Tang Li,Journal of Biotechnology,192,2014-12-20,355,365,10.1016/j.jbiotec.2014.01.017,False,S0168165614000297,"{'author': [{'$': 'Tang Li'}, {'$': 'Xi Chen'}, {'$': 'Shuang-Jiang Liu'}]}"
12,true,2009-08-31T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0944501309000457'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0944501309000457?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.micres.2009.05.009,https://api.elsevier.com/content/article/pii/S0944501309000457,Survey of genome organization and gene content of <ce:italic>Corynebacterium pseudotuberculosis</ce:italic>,Vívian D’Afonseca,Microbiological Research,165,2010-05-30,312,320,10.1016/j.micres.2009.05.009,True,S0944501309000457,"{'author': [{'$': 'Vívian D’Afonseca'}, {'$': 'Francisco Prosdocimi'}, {'$': 'Vasco Azevedo'}]}"
13,true,2020-05-11T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0038012119302083'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0038012119302083?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.seps.2020.100838,https://api.elsevier.com/content/article/pii/S0038012119302083,The co-creation of value for pursuing a sustainable happiness: The analysis of an Italian prison community,Silvia Cosimato,Socio-Economic Planning Sciences,75,2021-06-30,100838,,10.1016/j.seps.2020.100838,False,S0038012119302083,"{'author': [{'$': 'Silvia Cosimato'}, {'$': 'Marisa Faggini'}, {'$': 'Marzia del Prete'}]}"
14,true,2021-01-23T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0921800921000082'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0921800921000082?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.ecolecon.2021.106950,https://api.elsevier.com/content/article/pii/S0921800921000082,The effects of framing on environmental decisions: A systematic literature review,Aja Ropret Homar,Ecological Economics,183,2021-05-31,106950,,10.1016/j.ecolecon.2021.106950,False,S0921800921000082,"{'author': [{'$': 'Aja Ropret Homar'}, {'$': 'Ljubica Knežević Cvelbar'}]}"
15,true,2021-02-04T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S037811192100069X'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S037811192100069X?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.gene.2021.145475,https://api.elsevier.com/content/article/pii/S037811192100069X,Co-evolution between codon usage and protein-protein interaction in bacteria,Maddalena Dilucca,Gene,778,2021-04-30,145475,,10.1016/j.gene.2021.145475,False,S037811192100069X,"{'author': [{'$': 'Maddalena Dilucca'}, {'$': 'Giulio Cimini'}, {'$': 'Andrea Giansanti'}]}"
16,true,2020-10-31T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0022030220308602'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0022030220308602?dgcid=api_sd_search-api-endpoint'}]",DOI:10.3168/jds.2020-18277,https://api.elsevier.com/content/article/pii/S0022030220308602,Investigating the cow skin and teat canal microbiomes of the bovine udder using different sampling and sequencing approaches,C. J. Dean,Journal of Dairy Science,104,2021-01-31,644,661,10.3168/jds.2020-18277,True,S0022030220308602,"{'author': [{'$': 'C. J. Dean'}, {'$': 'I. B. Slizovskiy'}, {'$': 'N. R. Noyes'}]}"
17,true,2021-08-15T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0960852421011238'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0960852421011238?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.biortech.2021.125782,https://api.elsevier.com/content/article/pii/S0960852421011238,Heterologous production of α-Carotene in <ce:italic>Corynebacterium glutamicum</ce:italic> using a multi-copy chromosomal integration method,Cheng Li,Bioresource Technology,341,2021-12-31,125782,,10.1016/j.biortech.2021.125782,False,S0960852421011238,"{'author': [{'$': 'Cheng Li'}, {'$': 'Charles A. Swofford'}, {'$': 'Anthony J. Sinskey'}]}"
18,true,2009-03-16T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0969593109000122'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0969593109000122?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.ibusrev.2009.02.004,https://api.elsevier.com/content/article/pii/S0969593109000122,Regional determinants of inward FDI distribution in Poland,Agnieszka Chidlow,International Business Review,18,2009-04-30,119,133,10.1016/j.ibusrev.2009.02.004,False,S0969593109000122,"{'author': [{'$': 'Agnieszka Chidlow'}, {'$': 'Laura Salciuviene'}, {'$': 'Stephen Young'}]}"
19,true,2016-07-26T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1096717616300672'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1096717616300672?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.ymben.2016.07.010,https://api.elsevier.com/content/article/pii/S1096717616300672,Production of <ce:italic>para</ce:italic>-aminobenzoate by genetically engineered <ce:italic>Corynebacterium glutamicum</ce:italic> and non-biological formation of an <ce:italic>N</ce:italic>-glucosyl byproduct,Takeshi Kubota,Metabolic Engineering,38,2016-11-30,322,330,10.1016/j.ymben.2016.07.010,False,S1096717616300672,"{'author': [{'$': 'Takeshi Kubota'}, {'$': 'Akira Watanabe'}, {'$': 'Masayuki Inui'}]}"
20,true,2018-02-07T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1877705817363609'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1877705817363609?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.proeng.2017.12.132,https://api.elsevier.com/content/article/pii/S1877705817363609,Conceptual Approach of Measuring the Professional and Economic Effectiveness of Drone Applications Supporting Forest fire Management,Bodnar Laszlo,Procedia Engineering,211,2018-12-31,8,17,10.1016/j.proeng.2017.12.132,True,S1877705817363609,"{'author': [{'$': 'Bodnar Laszlo'}, {'$': 'Restas Agoston'}, {'$': 'Qiang Xu'}]}"
21,true,2016-04-05T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/B9780128012383992006'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/B9780128012383992006?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/B978-0-12-801238-3.99200-6,https://api.elsevier.com/content/article/pii/B9780128012383992006,The Genus <ce:italic>Corynebacterium</ce:italic>,K. Bernard,Reference Module in Biomedical Sciences,,2016-12-31,,,10.1016/B978-0-12-801238-3.99200-6,False,B9780128012383992006,{'author': 'K. Bernard'}
22,true,2019-12-25T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2405896319314065'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2405896319314065?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.ifacol.2019.11.425,https://api.elsevier.com/content/article/pii/S2405896319314065,Revenue sharing contracts in a supply chain: a literature review,Nelly Bart,IFAC-PapersOnLine,52,2019-12-31,1578,1583,10.1016/j.ifacol.2019.11.425,False,S2405896319314065,"{'author': [{'$': 'Nelly Bart'}, {'$': 'Tatyana Chernonog'}, {'$': 'Tal Avinadav'}]}"
23,true,2021-01-04T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0021925820602253'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0021925820602253?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1074/jbc.C110.133033,https://api.elsevier.com/content/article/pii/S0021925820602253,<ce:italic>O</ce:italic>-Mycoloylated Proteins from <ce:italic>Corynebacterium</ce:italic>: AN UNPRECEDENTED POST-TRANSLATIONAL MODIFICATION IN BACTERIA,Emilie Huc,Journal of Biological Chemistry,285,2010-07-16,21908,21912,10.1074/jbc.C110.133033,True,S0021925820602253,"{'author': [{'$': 'Emilie Huc'}, {'$': 'Xavier Meniche'}, {'$': 'Mamadou Daffé'}]}"
24,true,2021-09-20T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1001841721007579'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1001841721007579?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.cclet.2021.09.045,https://api.elsevier.com/content/article/pii/S1001841721007579,Virus-inspired nanoparticles as versatile antibacterial carriers for antibiotic delivery against Gram-negative and Gram-positive bacteria,Kefurong Deng,Chinese Chemical Letters,,2021-09-20,,,10.1016/j.cclet.2021.09.045,False,S1001841721007579,"{'author': [{'$': 'Kefurong Deng'}, {'$': 'Yachao Li'}, {'$': 'Xianghui Xu'}]}"
0,true,2008-08-24T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0006291X08015702'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0006291X08015702?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.bbrc.2008.08.057,https://api.elsevier.com/content/article/pii/S0006291X08015702,Cloning and functional analysis of novel short-chain <ce:italic>cis-</ce:italic>prenyltransferases,Takanori Ambo,Biochemical and Biophysical Research Communications,375,2008-10-31,536,540,10.1016/j.bbrc.2008.08.057,False,S0006291X08015702,"{'author': [{'$': 'Takanori Ambo'}, {'$': 'Motoyoshi Noike'}, {'$': 'Tanetoshi Koyama'}]}"
1,true,2011-12-11T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0168165611006572'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0168165611006572?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.jbiotec.2011.12.001,https://api.elsevier.com/content/article/pii/S0168165611006572,Negative transcriptional control of biotin metabolism genes by the TetR-type regulator BioQ in biotin-auxotrophic <ce:italic>Corynebacterium glutamicum</ce:italic> ATCC 13032,Iris Brune,Journal of Biotechnology,159,2012-06-15,225,234,10.1016/j.jbiotec.2011.12.001,False,S0168165611006572,"{'author': [{'$': 'Iris Brune'}, {'$': 'Susanne Götker'}, {'$': 'Andreas Tauch'}]}"
2,true,2009-02-17T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/B9780123739445002169'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/B9780123739445002169?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/B978-012373944-5.00216-9,https://api.elsevier.com/content/article/pii/B9780123739445002169,Corynebacteria (including diphtheria),K. F. Smith,Encyclopedia of Microbiology,,2009-12-31,94,106,10.1016/B978-012373944-5.00216-9,False,B9780123739445002169,"{'author': [{'$': 'K. F. Smith'}, {'$': 'D. M. Oram'}]}"
3,true,2020-04-20T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2352146520303562'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2352146520303562?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.trpro.2020.03.156,https://api.elsevier.com/content/article/pii/S2352146520303562,editorial,,Transportation Research Procedia,46,2020-12-31,1,2,10.1016/j.trpro.2020.03.156,True,S2352146520303562,
4,true,2019-08-27T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2052297519300903'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2052297519300903?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.nmni.2019.100593,https://api.elsevier.com/content/article/pii/S2052297519300903,"<ce:italic>Corynebacterium pacaense</ce:italic> sp. nov., <ce:italic>Alistipes megaguti</ce:italic> sp. nov., <ce:italic>Alistipes provencensis</ce:italic> sp. nov., 3 new bacteria isolated from fresh human stool specimens",S. Bellali,New Microbes and New Infections,32,2019-11-30,100593,,10.1016/j.nmni.2019.100593,True,S2052297519300903,"{'author': [{'$': 'S. Bellali'}, {'$': 'S. Naud'}, {'$': 'J. -C. Lagier'}]}"
5,true,2018-02-07T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1877705817363713'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1877705817363713?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.proeng.2017.12.142,https://api.elsevier.com/content/article/pii/S1877705817363713,Experimental Study on the Extinguishing Efficiency of Compressed Air Foam Sprinkler System on Oil Pool Fire,Tao Chen,Procedia Engineering,211,2018-12-31,94,103,10.1016/j.proeng.2017.12.142,True,S1877705817363713,"{'author': [{'$': 'Tao Chen'}, {'$': 'Xue-cheng Fu'}, {'$': 'Rong-ji Wang'}]}"
6,true,2007-04-24T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0141022907001330'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0141022907001330?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.enzmictec.2007.04.004,https://api.elsevier.com/content/article/pii/S0141022907001330,Enhancing the thermostability of <ce:italic>Escherichia coli</ce:italic><ce:small-caps>l</ce:small-caps>-asparaginase II by substitution with pro in predicted hydrogen-bonded turn structures,Liang-Zhu Li,Enzyme and Microbial Technology,41,2007-09-03,523,527,10.1016/j.enzmictec.2007.04.004,False,S0141022907001330,"{'author': [{'$': 'Liang-Zhu Li'}, {'$': 'Tian-Hong Xie'}, {'$': 'Mao-Sheng Sun'}]}"
7,true,2019-12-17T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1472811719300655'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1472811719300655?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.ijme.2019.100360,https://api.elsevier.com/content/article/pii/S1472811719300655,Morphological box for ESD – landmark for universities implementing education for sustainable development (ESD),Ralf Isenmann,The International Journal of Management Education,18,2020-03-31,100360,,10.1016/j.ijme.2019.100360,False,S1472811719300655,"{'author': [{'$': 'Ralf Isenmann'}, {'$': 'Sabine Landwehr-Zloch'}, {'$': 'Sascha Zinn'}]}"
8,true,2011-04-08T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0378111911001405'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0378111911001405?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.gene.2011.03.008,https://api.elsevier.com/content/article/pii/S0378111911001405,DNA repair in <ce:italic>Corynebacterium</ce:italic> model,B. C. Resende,Gene,482,2011-08-15,1,7,10.1016/j.gene.2011.03.008,False,S0378111911001405,"{'author': [{'$': 'B. C. Resende'}, {'$': 'A. B. Rebelato'}, {'$': 'D. O. Lopes'}]}"
9,true,2021-01-04T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0021925819562524'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0021925819562524?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1074/jbc.M513192200,https://api.elsevier.com/content/article/pii/S0021925819562524,The Gene <ce:italic>ncgl2918</ce:italic> Encodes a Novel Maleylpyruvate Isomerase That Needs Mycothiol as Cofactor and Links Mycothiol Biosynthesis and Gentisate Assimilation in <ce:italic>Corynebacterium glutamicum</ce:italic>,Jie Feng,Journal of Biological Chemistry,281,2006-04-21,10778,10785,10.1074/jbc.M513192200,True,S0021925819562524,"{'author': [{'$': 'Jie Feng'}, {'$': 'Yongsheng Che'}, {'$': 'Shuang-Jiang Liu'}]}"
10,true,2007-07-03T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0165176507002571'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0165176507002571?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.econlet.2007.06.031,https://api.elsevier.com/content/article/pii/S0165176507002571,The benefit of efficiency improvement on growth and convergence: A study using Japan panel data,Eiji Yamamura,Economics Letters,99,2008-04-30,209,211,10.1016/j.econlet.2007.06.031,False,S0165176507002571,"{'author': [{'$': 'Eiji Yamamura'}, {'$': 'Inyong Shin'}]}"
11,true,2001-10-05T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0009250983801031'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0009250983801031?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0009-2509(83)80103-1,https://api.elsevier.com/content/article/pii/0009250983801031,Adsorption separation efficiency in the cyclic steady state: A continuous countercurrent analogy and an experimental investigation,David Gelbin,Chemical Engineering Science,38,1983-12-31,1993,2001,10.1016/0009-2509(83)80103-1,False,0009250983801031,"{'author': [{'$': 'David Gelbin'}, {'$': 'Gerald Bunke'}, {'$': 'Jörg Neinass'}]}"
